ID	POP	Lat	Long
828	PER9	46.66451742	6.657714844
829	PER10	46.66451742	6.657714844
830	PER11	46.66451742	6.657714844
831	PER12	46.66451742	6.657714844
832	PER13	46.66451742	6.657714844
833	PER14	46.66451742	6.657714844
834	PER15	46.66451742	6.657714844
835	PER16	46.66451742	6.657714844
836	PER17	46.66451742	6.657714844
837	PER19	46.66451742	6.657714844
838	PER20	46.66451742	6.657714844
839	STA04	47.38812286	8.537750244
840	STA05	47.38812286	8.537750244
841	STA6	47.38812286	8.537750244
842	STA8	47.38812286	8.537750244
843	STA10	47.38812286	8.537750244
844	STA12	47.38812286	8.537750244
845	STA14	47.38812286	8.537750244
846	STA15	47.38812286	8.537750244
847	STA17	47.38812286	8.537750244
848	STA23	47.38812286	8.537750244
